Local time in Monte Real (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2017 03:00,"15,2","757,7","762,8","-0,2",87,Wind blowing from the south-west,7,,13,100%.,State of sky on the whole unchanged.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","13,0",No precipitation,3,,,,
04.02.2017 00:00,"15,1","757,9","763,0","0,9",89,Wind blowing from the west-southwest,7,,17,100%.,"Drizzle, not freezing, intermittent, slight at time of observation.",Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"7,0","13,3","0,1",3,,,,
03.02.2017 21:00,"15,5","757,0","762,1","-0,3",81,Wind blowing from the south-west,9,16,16,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"9,0","12,3","0,1",12,,,,
03.02.2017 18:00,"15,3","757,3","762,4","0,2",82,Wind blowing from the south-west,8,13,14,100%.,Mist.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"15,7","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"7,0","12,2","0,1",3,,,,
03.02.2017 15:00,"15,0","757,1","762,2","-1,0",83,Wind blowing from the south-west,7,14,14,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"8,0","12,1",Trace of precipitation,3,,,,
03.02.2017 12:00,"15,7","758,1","763,2","0,5",76,Wind blowing from the south-west,6,11,13,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","11,4",No precipitation,3,,,,
03.02.2017 09:00,"14,9","757,6","762,7","1,0",78,Wind blowing from the south-west,7,,14,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","11,1",,,,,,
03.02.2017 06:00,"14,6","756,6","761,7","0,0",76,Wind blowing from the south-west,7,,15,100%.,,,,"11,6",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","10,4",No precipitation,3,,,,
03.02.2017 03:00,"14,3","756,6","761,7","-0,4",73,Wind blowing from the south-southwest,9,15,15,100%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","9,4",No precipitation,3,,,,
03.02.2017 00:00,"13,1","757,0","762,1","-1,0",78,Wind blowing from the south-southwest,6,,10,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,3",No precipitation,3,,,,
02.02.2017 21:00,"12,2","758,0","763,2","0,1",79,Wind blowing from the south,3,,,100%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,7",4,12,,,,
02.02.2017 18:00,"12,8","757,9","763,0","1,0",73,Wind blowing from the south-southwest,2,,,100%.,Mist.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"15,0","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"7,0","8,1",No precipitation,3,,,,
02.02.2017 15:00,"13,9","756,9","762,0","0,5",71,Wind blowing from the west-southwest,5,,,100%.,State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","8,6",1,3,,,,
02.02.2017 12:00,"12,8","756,4","761,5","1,9",82,Wind blowing from the west,3,,12,100%.,"Rain shower(s), slight.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"7,0","9,7",3,3,,,,
02.02.2017 09:00,"13,5","754,5","759,6","1,5",81,Wind blowing from the west,4,,12,"90 or more, but not 100%",Mist.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"8,0","10,3",,,,,,
02.02.2017 06:00,"14,8","753,0","758,1","0,0",91,Wind blowing from the south-west,7,,13,100%.,State of sky on the whole unchanged.,Rain.,Drizzle.,"12,0",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,200-300,,,"10,0","13,3",2,3,,,,
02.02.2017 03:00,"14,8","753,0","758,1","-1,2",90,Wind blowing from the south-southwest,5,,11,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,200-300,,,"10,0","13,1","0,5",3,,,,
02.02.2017 00:00,"13,2","754,2","759,3","-1,3",93,Wind blowing from the south,7,,13,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"8,0","12,0","0,8",3,,,,
01.02.2017 21:00,"12,8","755,5","760,7","-1,5",83,Wind blowing from the south,6,,10,100%.,State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,Altostratus opacus or Nimbostratus.,,"10,0","9,9",1,12,,,,
01.02.2017 18:00,"12,2","757,0","762,2","-0,1",88,Wind blowing from the south,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"15,5","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altostratus opacus or Nimbostratus.,,"8,0","10,2",1,3,,,,
01.02.2017 15:00,"15,0","757,1","762,2","-1,6",62,Wind blowing from the south,5,,10,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","7,8",No precipitation,3,,,,
01.02.2017 12:00,"14,7","758,7","763,8","0,0",68,Wind blowing from the south,6,,,60%.,State of sky on the whole unchanged.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,9",No precipitation,3,,,,
01.02.2017 09:00,"8,7","758,7","763,9","1,1",96,Wind blowing from the south-southeast,2,,,60%.,Fog or ice fog.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","2,0","8,1",,,,,,
01.02.2017 06:00,"8,6","757,6","762,9","0,2",96,Wind blowing from the north,2,,,70 – 80%.,"Fog or ice fog, sky visible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"8,2",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","0,7","8,0",No precipitation,3,,,,
01.02.2017 03:00,"10,2","757,4","762,7","0,3",95,Wind blowing from the north,2,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",200-300,,,"4,0","9,5",No precipitation,3,,,,
01.02.2017 00:00,"10,8","757,1","762,3","-0,2",95,Wind blowing from the west,2,,,"90 or more, but not 100%",Mist.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"8,0","10,1",2,3,,,,
31.01.2017 21:00,"11,9","757,3","762,4","2,0",92,Wind blowing from the north-northwest,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"4,0","10,7",7,12,,,,
31.01.2017 18:00,"12,9","755,3","760,5","1,0",84,Wind blowing from the south-southeast,4,,,100%.,State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"13,1","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","10,2","0,2",3,,,,
31.01.2017 15:00,"12,4","754,3","759,5","-0,6",90,Wind blowing from the south-southeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"4,0","10,8",,,,,,
31.01.2017 12:00,"11,3","754,9","760,1","0,5",90,Wind blowing from the south-east,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"8,0","9,7",3,3,,,,
31.01.2017 09:00,"10,3","754,4","759,6","0,0",91,Wind blowing from the south-east,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"9,0","8,8",,,,,,
31.01.2017 06:00,"11,1","754,4","759,6","-0,7",81,Wind blowing from the south-southeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"11,0",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,600-1000,,,"10,0","7,9",Trace of precipitation,3,,,,
31.01.2017 03:00,"11,9","755,1","760,3","-1,3",83,Wind blowing from the south,4,,,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","9,0","0,7",3,,,,
31.01.2017 00:00,"12,8","756,4","761,6","-0,7",78,Wind blowing from the south-southeast,4,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","9,0",No precipitation,3,,,,
30.01.2017 21:00,"13,2","757,1","762,3","-1,2",77,Wind blowing from the south-southeast,6,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,2",Trace of precipitation,12,,,,
30.01.2017 18:00,"13,5","758,3","763,5","-0,5",76,Wind blowing from the south,4,,,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"15,2","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","9,3",Trace of precipitation,3,,,,
