Local time in Montijo (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.11.2017 03:00,"6,1","763,1","764,5","-0,5",98,Wind blowing from the east,1,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"12,0","5,8",No precipitation,3,,,,
18.11.2017 00:00,"7,8","763,6","765,0","0,1",96,Wind blowing from the east-southeast,1,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"15,0","7,2",No precipitation,3,,,,
17.11.2017 21:00,"10,4","763,5","764,8","0,6",90,Wind blowing from the east-southeast,1,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"15,0","8,8",No precipitation,12,,,,
17.11.2017 18:00,"15,3","762,9","764,2","0,0",72,Wind blowing from the west,3,,,no clouds,Haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,"20,5",,,,,,"15,0","10,3",No precipitation,3,,,,
17.11.2017 15:00,"20,0","762,9","764,2","-1,6",38,Wind blowing from the north-east,2,,,no clouds,Haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"15,0","5,0",No precipitation,3,,,,
17.11.2017 12:00,"15,1","764,5","765,7","-0,3",56,Wind blowing from the north-northeast,2,,,no clouds,Haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"15,0","6,2",No precipitation,3,,,,
17.11.2017 09:00,"8,9","764,8","766,1","1,0",85,Wind blowing from the east-northeast,2,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"15,0","6,4",,,,,,
17.11.2017 06:00,"5,5","763,8","765,1","-0,1",96,Wind blowing from the east-northeast,2,,,no clouds,,,,"4,0",,,,,,,"20,0","4,9",No precipitation,3,,,,
17.11.2017 03:00,"5,8","763,9","765,2","-0,4",92,Wind blowing from the east,2,,,no clouds,,,,,,,,,,,"20,0","4,6",No precipitation,3,,,,
17.11.2017 00:00,"7,0","764,3","765,7","0,2",91,Wind blowing from the east,2,,,no clouds,,,,,,,,,,,"20,0","5,6",No precipitation,3,,,,
16.11.2017 21:00,"11,1","764,1","765,4","0,9",80,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","7,8",No precipitation,12,,,,
16.11.2017 18:00,"15,1","763,2","764,5","0,2",75,Wind blowing from the west,3,,,no clouds,,,,,"20,0",,,,,,"20,0","10,6",No precipitation,3,,,,
16.11.2017 15:00,"19,5","763,0","764,3","-1,5",41,Wind blowing from the west-southwest,2,,,no clouds,,,,,,,,,,,"20,0","5,7",No precipitation,3,,,,
16.11.2017 12:00,"14,9","764,5","765,8","-0,1",57,Wind blowing from the north-northeast,2,,,no clouds,,,,,,,,,,,"20,0","6,3",No precipitation,3,,,,
16.11.2017 09:00,"9,1","764,6","765,9","1,3",78,Wind blowing from the north-east,2,,,no clouds,,,,,,,,,,,"20,0","5,5",,,,,,
16.11.2017 06:00,"4,7","763,3","764,7","0,0",92,Wind blowing from the east,2,,,no clouds,"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea.",Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,"4,4",,,,,,,"15,0","3,5",No precipitation,3,,,,
16.11.2017 03:00,"6,0","763,3","764,5","-0,2",95,Wind blowing from the east,1,,,no clouds,"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea.",Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"15,0","5,3",No precipitation,3,,,,
16.11.2017 00:00,"7,2","763,5","764,8",,97,Wind blowing from the east,2,,,no clouds,,,,,,,,,,,"20,0","6,8",No precipitation,3,,,,
15.11.2017 21:00,"8,2","763,2","764,5",,93,Wind blowing from the east-southeast,1,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","7,1",No precipitation,12,,,,
15.11.2017 18:00,"14,5","762,6","763,9","0,0",67,Wind blowing from the west,3,,,"10% or less, but not 0",,,,,"18,7","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,3",No precipitation,3,,,,
15.11.2017 15:00,"18,1","762,6","763,9","-1,1",43,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","5,4",No precipitation,3,,,,
15.11.2017 12:00,"15,1","763,7","765,0","-0,5",54,Wind blowing from the north-northeast,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","5,9",No precipitation,3,,,,
15.11.2017 09:00,"8,5","764,2","765,4","1,0",74,Wind blowing from the north-northeast,4,,6,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","4,0",,,,,,
15.11.2017 06:00,"6,7","763,2","764,5","0,5",83,Wind blowing from the north-east,3,,,no clouds,,,,"6,2",,,,,,,"20,0","3,9",No precipitation,3,,,,
15.11.2017 03:00,"8,2","762,7","763,9","0,0",84,Wind blowing from the north-northeast,3,,5,no clouds,,,,,,,,,,,"20,0","5,7",No precipitation,3,,,,
15.11.2017 00:00,"7,4","762,7","764,1",,93,Wind blowing from the east,2,,,no clouds,,,,,,,,,,,"20,0","6,3",No precipitation,3,,,,
14.11.2017 18:00,"13,9","762,1","763,4","-0,2",60,Wind blowing from the north,3,,5,no clouds,,,,,"18,1",,,,,,"20,0","6,3",No precipitation,3,,,,
14.11.2017 15:00,"17,7","762,3","763,5","-1,3",44,Wind blowing from the north,4,,5,no clouds,,,,,,,,,,,"20,0","5,1",No precipitation,3,,,,
14.11.2017 12:00,"15,0","763,6","764,9","-0,6",50,Wind blowing from the north-northeast,4,,,no clouds,,,,,,,,,,,"20,0","4,7",No precipitation,3,,,,
14.11.2017 09:00,"10,4","764,2","765,6","0,6",63,Wind blowing from the north-northeast,6,,,no clouds,,,,,,,,,,,"20,0","3,7",,,,,,
14.11.2017 06:00,"9,2","763,6","764,9","0,0",72,Wind blowing from the north-northeast,4,,,no clouds,,,,"9,2",,,,,,,"20,0","4,4",No precipitation,3,,,,
14.11.2017 03:00,"11,4","763,6","764,9","0,0",65,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"20,0","5,1",No precipitation,3,,,,
14.11.2017 00:00,"11,4","763,6","764,9","0,3",88,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"20,0","9,5",No precipitation,3,,,,
13.11.2017 21:00,"13,0","763,3","764,6","0,3",81,Wind blowing from the north-northwest,2,,,no clouds,,,,,,,,,,,"20,0","9,8",No precipitation,12,,,,
13.11.2017 18:00,"16,4","763,0","764,2","0,1",67,Wind blowing from the north-northwest,3,,,no clouds,,,,,"21,0",,,,,,"20,0","10,1",No precipitation,3,,,,
13.11.2017 15:00,"20,9","762,9","764,1","-1,8",51,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","10,2",No precipitation,3,,,,
13.11.2017 12:00,"17,9","764,7","766,0","-0,7",65,Wind blowing from the north,4,,9,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,3",No precipitation,3,,,,
13.11.2017 09:00,"15,3","765,4","766,6","0,1",76,Wind blowing from the north,3,,9,no clouds,,,,,,,,,,,"20,0","11,1",,,,,,
13.11.2017 06:00,"13,7","765,3","766,5","-0,2",87,Wind blowing from the north-northwest,2,,8,"10% or less, but not 0",,,,"13,6",,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,6",No precipitation,3,,,,
13.11.2017 03:00,"14,7","765,5","766,8","-0,5",86,Wind blowing from the north,5,,8,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,4",No precipitation,3,,,,
13.11.2017 00:00,"14,9","766,0","767,3","-0,4",83,Wind blowing from the north,5,,8,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,1",No precipitation,3,,,,
12.11.2017 21:00,"14,3","766,4","767,7","0,1",80,Wind blowing from the north-northwest,3,,8,no clouds,,,,,,,,,,,"20,0","10,9",No precipitation,12,,,,
12.11.2017 18:00,"14,9","766,3","767,5","0,5",74,Wind blowing from the north-northwest,3,,10,no clouds,,,,,"19,4",,,,,,"20,0","10,2",No precipitation,3,,,,
12.11.2017 15:00,"19,0","765,8","767,1","-1,5",61,Wind blowing from the north-northwest,5,,9,no clouds,,,,,,,,,,,"20,0","11,2",No precipitation,3,,,,
12.11.2017 12:00,"17,7","767,3","768,6","-0,7",67,Wind blowing from the north,4,,6,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,4",No precipitation,3,,,,
12.11.2017 09:00,"13,5","768,0","769,3","0,6",88,variable wind direction,1,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,6",,,,,,
12.11.2017 06:00,"11,7","767,4","768,7","-0,1",94,Wind blowing from the north-northwest,2,,,no clouds,,,,"6,3",,,,,,,"20,0","10,8",No precipitation,3,,,,
12.11.2017 03:00,"12,1","767,5","768,8","-0,9",87,Wind blowing from the north-northwest,3,,,no clouds,,,,,,,,,,,"20,0","10,0",No precipitation,3,,,,
12.11.2017 00:00,"9,5","768,4","769,6","-0,2",92,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"20,0","8,3",No precipitation,3,,,,
11.11.2017 21:00,"12,9","768,6","769,9","0,2",82,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"20,0","9,9",No precipitation,12,,,,
11.11.2017 18:00,"16,0","768,4","769,6","-0,2",75,Wind blowing from the north-northwest,3,,,no clouds,,,,,"20,9",,,,,,"20,0","11,6",No precipitation,3,,,,
11.11.2017 15:00,"20,4","768,6","769,9","-1,6",55,Wind blowing from the west,2,,,no clouds,,,,,,,,,,,"20,0","10,9",No precipitation,3,,,,
11.11.2017 12:00,"17,5","770,2","771,4","-0,7",65,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","10,9",No precipitation,3,,,,
11.11.2017 09:00,"11,8","770,9","772,2","0,6",93,Wind blowing from the east-northeast,2,,,no clouds,,,,,,,,,,,"20,0","10,7",,,,,,
11.11.2017 06:00,"7,0","770,3","771,6","-0,6",96,Wind blowing from the east,2,,,no clouds,,,,"6,3",,,,,,,"20,0","6,4",No precipitation,3,,,,
11.11.2017 03:00,"8,2","770,9","772,2","-0,4",96,Wind blowing from the east-southeast,2,,,no clouds,,,,,,,,,,,"20,0","7,6",No precipitation,3,,,,
11.11.2017 00:00,"9,9","771,3","772,6","-0,1",94,Wind blowing from the north,1,,6,no clouds,,,,,,,,,,,"20,0","9,0",No precipitation,3,,,,
10.11.2017 21:00,"14,4","771,4","772,6","0,9",74,Wind blowing from the north,1,,6,no clouds,,,,,,,,,,,"20,0","9,7",No precipitation,12,,,,
10.11.2017 18:00,"17,4","770,5","771,8","0,2",58,Wind blowing from the north-northwest,4,,7,no clouds,,,,,"20,9",,,,,,"20,0","8,9",No precipitation,3,,,,
10.11.2017 15:00,"20,3","770,3","771,6","-2,0",43,Wind blowing from the north,3,,7,no clouds,,,,,,,,,,,"20,0","7,1",No precipitation,3,,,,
10.11.2017 12:00,"16,6","772,3","773,5","0,0",49,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"20,0","5,9",No precipitation,3,,,,
10.11.2017 09:00,"10,9","772,3","773,5","1,1",70,Wind blowing from the north-east,4,,,no clouds,,,,,,,,,,,"20,0","5,5",,,,,,
10.11.2017 06:00,"7,6","771,2","772,5","0,1",93,Wind blowing from the north,3,,,no clouds,,,,"6,1",,,,,,,"20,0","6,5",No precipitation,3,,,,
10.11.2017 03:00,"7,1","771,1","772,5","0,0",90,Wind blowing from the east-northeast,2,,,no clouds,,,,,,,,,,,"20,0","5,6",No precipitation,3,,,,
10.11.2017 00:00,"11,7","771,1","772,4","0,7",80,Wind blowing from the north-northeast,4,,8,no clouds,,,,,,,,,,,"20,0","8,4",No precipitation,3,,,,
09.11.2017 21:00,"12,7","770,4","771,7","1,2",69,Wind blowing from the north-northeast,5,,9,no clouds,,,,,,,,,,,"20,0","7,2",No precipitation,12,,,,
09.11.2017 18:00,"15,0","769,2","770,5","0,6",53,Wind blowing from the north,5,,11,no clouds,,,,,"18,1",,,,,,"20,0","5,3",No precipitation,3,,,,
09.11.2017 15:00,"17,7","768,6","769,9","-1,5",33,Wind blowing from the north-northeast,7,,11,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","1,3",No precipitation,3,,,,
09.11.2017 12:00,"15,1","770,1","771,4","-0,1",44,Wind blowing from the north-northeast,6,,10,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","3,0",No precipitation,3,,,,
09.11.2017 09:00,"11,7","770,2","771,4","1,5",59,Wind blowing from the north-northeast,7,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","4,0",,,,,,
09.11.2017 06:00,"11,7","768,7","770,0","0,4",63,Wind blowing from the north-northeast,6,,10,no clouds,,,,"11,1",,,,,,,"20,0","4,9",No precipitation,3,,,,
