Local time in Ovar (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
31.05.2017 12:00,"19,8","762,2","763,7","0,0",81,Wind blowing from the north-northwest,5,,,50%.,Clouds generally forming or developing.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","16,4",No precipitation,3,,,,
31.05.2017 09:00,"19,0","762,2","763,7","0,0",82,variable wind direction,1,,,20–30%.,Clouds generally dissolving or becoming less developed.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,8",,,,,,
31.05.2017 06:00,"13,6","762,2","763,7","0,5",98,Wind blowing from the north,1,,,20–30%.,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,"13,0",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","2,0","13,3",No precipitation,3,,,,
31.05.2017 03:00,"13,6","761,7","763,3","-0,4",96,Wind blowing from the north,1,,,20–30%.,,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,9",No precipitation,3,,,,
31.05.2017 00:00,"15,6","762,1","763,6","0,0",92,Wind blowing from the north,2,,9,no clouds,,,,,,,,,,,"10,0","14,3",No precipitation,3,,,,
30.05.2017 21:00,"17,0","762,1","763,7","0,4",90,Wind blowing from the north-northwest,5,8,12,"10% or less, but not 0",,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,4",No precipitation,12,,,,
30.05.2017 18:00,"19,2","761,7","763,2","-0,1",77,Wind blowing from the north,7,11,12,"10% or less, but not 0",,,,,"21,0","Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,0",No precipitation,3,,,,
30.05.2017 15:00,"20,0","761,8","763,3","-0,6",73,Wind blowing from the north,7,11,12,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","14,9",No precipitation,3,,,,
30.05.2017 12:00,"19,8","762,4","763,9","0,2",74,Wind blowing from the north-west,6,,9,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,0",No precipitation,3,,,,
30.05.2017 09:00,"18,4","762,2","763,7","0,4",78,Wind blowing from the north-northwest,3,,,40%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","14,5",,,,,,
30.05.2017 06:00,"15,0","761,8","763,3","0,2",94,"Calm, no wind",0,,,70 – 80%.,,,,"12,8",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","14,0",No precipitation,3,,,,
30.05.2017 03:00,"14,0","761,6","763,1","-0,8",90,"Calm, no wind",0,,,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,3",No precipitation,3,,,,
30.05.2017 00:00,"17,2","762,4","763,9","0,6",92,Wind blowing from the north,3,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,9",No precipitation,3,,,,
29.05.2017 21:00,"16,6","761,8","763,3","0,4",90,Wind blowing from the north,3,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,0",3,12,,,,
29.05.2017 18:00,"19,4","761,4","763,0","0,2",80,Wind blowing from the north-northwest,5,,,40%.,,,,,"20,4","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,9",No precipitation,3,,,,
29.05.2017 15:00,"19,2","761,2","762,7","0,1",86,Wind blowing from the west-northwest,4,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","16,7",No precipitation,3,,,,
29.05.2017 12:00,"18,6","761,1","762,6","0,5",89,Wind blowing from the south-southeast,2,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",200-300,,,"10,0","16,7",3,3,,,,
29.05.2017 09:00,"18,2","760,6","762,1","0,9",85,Wind blowing from the south-southwest,4,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"6,0","15,7",,,,,,
29.05.2017 06:00,"16,2","759,7","761,2","0,0",94,Wind blowing from the south-southeast,3,,,70 – 80%.,,,,"15,6",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,2",No precipitation,3,,,,
29.05.2017 03:00,"16,4","759,7","761,2","-0,4",94,Wind blowing from the south,2,,,70 – 80%.,,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 – 80%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,4",No precipitation,3,,,,
29.05.2017 00:00,"16,4","760,1","761,6","0,1",96,Wind blowing from the south,1,,,50%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Rain.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,8",5,3,,,,
28.05.2017 21:00,"17,8","760,0","761,5","0,4",92,Wind blowing from the south,2,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",200-300,,,"10,0","16,5",4,12,,,,
28.05.2017 18:00,"17,6","759,6","761,2","-0,2",95,Wind blowing from the south-southwest,2,,,"90 or more, but not 100%","Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"21,8","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",200-300,,,"8,0","16,7",4,3,,,,
28.05.2017 15:00,"19,2","759,8","761,3","0,0",82,Wind blowing from the south-west,3,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"8,0","16,1","0,3",3,,,,
28.05.2017 12:00,"20,8","759,8","761,3","0,3",70,Wind blowing from the south-west,4,,9,"90 or more, but not 100%",State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","15,1",No precipitation,3,,,,
28.05.2017 09:00,"19,2","759,5","761,0","0,4",77,Wind blowing from the south,4,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,1",,,,,,
28.05.2017 06:00,"16,6","759,1","760,6","0,7",92,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,"16,2",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","15,3",No precipitation,3,,,,
28.05.2017 03:00,"17,0","758,4","759,9","-0,5",92,Wind blowing from the north,1,,,100%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","15,7",No precipitation,3,,,,
28.05.2017 00:00,"17,4","758,9","760,4","0,7",90,Wind blowing from the north,1,,,100%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","15,8",No precipitation,3,,,,
27.05.2017 21:00,"17,6","758,2","759,8","-0,9",82,Wind blowing from the north-northeast,2,,,100%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","14,4",No precipitation,12,,,,
27.05.2017 18:00,"18,4","759,1","760,6","0,3",80,Wind blowing from the north-west,2,,,100%.,,,,,"21,2","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","14,9",No precipitation,3,,,,
27.05.2017 15:00,"20,4","758,8","760,3","-0,3",76,Wind blowing from the west-northwest,4,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","16,0",No precipitation,3,,,,
27.05.2017 12:00,"19,6","759,1","760,6","0,3",77,Wind blowing from the west-northwest,3,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",600-1000,,,"10,0","15,5",No precipitation,3,,,,
27.05.2017 09:00,"18,2","758,8","760,3","0,8",85,variable wind direction,1,,,100%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,300-600,,,"10,0","15,7",,,,,,
27.05.2017 06:00,"16,6","758,0","759,5","-0,3",94,Wind blowing from the north-northwest,1,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"16,4",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,600-1000,,,"9,0","15,6",No precipitation,3,,,,
27.05.2017 03:00,"16,6","758,3","759,9","-0,6",92,Wind blowing from the north,3,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","15,3",No precipitation,3,,,,
27.05.2017 00:00,"16,8","758,9","760,4","-0,1",90,Wind blowing from the north,3,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","15,2",No precipitation,3,,,,
26.05.2017 21:00,"17,0","759,0","760,5","0,5",90,Wind blowing from the north,3,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","15,4","0,5",12,,,,
26.05.2017 18:00,"17,8","758,5","760,1","-0,2",87,Wind blowing from the north-northwest,4,,,100%.,,,,,"18,8","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"10,0","15,6",No precipitation,3,,,,
26.05.2017 15:00,"18,6","758,7","760,2","-0,3",85,Wind blowing from the north-west,3,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,200-300,,,"8,0","16,1",No precipitation,3,,,,
26.05.2017 12:00,"17,2","759,0","760,5","0,5",94,Wind blowing from the north-west,2,,,"90 or more, but not 100%",Thunderstorm (with or without precipitation).,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",50-100,,,"5,0","16,3","0,5",3,,,,
