Local time in Beja (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.12.2017 06:00,"1,8","757,0","775,5","-0,4",90,Wind blowing from the east,2,,,no clouds,,,,"1,6",,,,,,,"20,0","0,3",No precipitation,3,,,,
06.12.2017 03:00,"3,5","757,4","775,8","-0,3",83,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"20,0","0,8",No precipitation,3,,,,
06.12.2017 00:00,"6,6","757,7","775,9","-0,1",64,Wind blowing from the east-southeast,3,,,no clouds,,,,,,,,,,,"20,0","0,1",No precipitation,3,,,,
05.12.2017 21:00,"6,5","757,8","775,9","0,7",71,Wind blowing from the north-east,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","1,6",No precipitation,12,,,,
05.12.2017 18:00,"9,7","757,1","774,7","-0,1",60,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,"14,6","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","2,3",No precipitation,3,,,,
05.12.2017 15:00,"14,4","757,2","774,7","-1,1",42,Wind blowing from the north,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","1,4",No precipitation,3,,,,
05.12.2017 12:00,"11,5","758,3","775,9","0,1",57,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","3,1",No precipitation,3,,,,
05.12.2017 09:00,"4,4","758,2","776,5","1,1",85,Wind blowing from the east,4,,,no clouds,,,,,,,,,,,"20,0","2,1",,,,,,
05.12.2017 06:00,"3,3","757,1","775,5","-0,2",86,Wind blowing from the east,3,,,no clouds,,,,"3,3",,,,,,,"20,0","1,2",No precipitation,3,,,,
05.12.2017 03:00,"5,9","757,3","775,6","0,0",65,Wind blowing from the east-southeast,3,,,no clouds,,,,,,,,,,,"20,0","-0,2",No precipitation,3,,,,
05.12.2017 00:00,"6,3","757,3","775,5","0,1",64,Wind blowing from the east-northeast,2,,,no clouds,,,,,,,,,,,"20,0","0,0",No precipitation,3,,,,
04.12.2017 21:00,"6,9","757,2","774,8","0,7",58,Wind blowing from the east-northeast,2,,,no clouds,,,,,,,,,,,"20,0","-0,8",No precipitation,12,,,,
04.12.2017 18:00,"10,7","756,5","774,4","0,7",42,Wind blowing from the north-east,2,,7,"10% or less, but not 0",,,,,"14,8","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","-1,7",No precipitation,3,,,,
04.12.2017 15:00,"14,5","755,8","773,5","-1,2",30,Wind blowing from the east-northeast,4,,9,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","-2,8",No precipitation,3,,,,
04.12.2017 12:00,"10,9","757,0","774,8","0,0",41,Wind blowing from the east,6,,8,no clouds,,,,,,,,,,,"20,0","-2,1",No precipitation,3,,,,
04.12.2017 09:00,"3,7","757,0","775,3","1,3",69,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"20,0","-1,5",,,,,,
04.12.2017 06:00,"2,1","755,7","774,1","-0,1",72,Wind blowing from the east,3,,,no clouds,,,,"2,0",,,,,,,"20,0","-2,4",No precipitation,3,,,,
04.12.2017 03:00,"3,1","755,8","774,2","-0,1",62,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"20,0","-3,5",No precipitation,3,,,,
04.12.2017 00:00,"4,5","755,9","774,1","0,7",49,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"20,0","-5,3",No precipitation,3,,,,
03.12.2017 21:00,"5,8","755,2","773,4","0,9",43,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"20,0","-5,8",No precipitation,12,,,,
03.12.2017 18:00,"8,7","754,3","772,3","0,5",41,Wind blowing from the north-east,2,,,no clouds,,,,,"13,1",,,,,,"20,0","-3,8",No precipitation,3,,,,
03.12.2017 15:00,"12,9","753,8","771,5","-0,7",32,Wind blowing from the east-northeast,4,,,no clouds,,,,,,,,,,,"20,0","-3,4",No precipitation,3,,,,
03.12.2017 12:00,"10,3","754,5","772,3","0,5",51,Wind blowing from the east,5,,,no clouds,,,,,,,,,,,"20,0","0,4",No precipitation,3,,,,
03.12.2017 09:00,"4,6","754,0","772,2","1,1",71,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"20,0","-0,2",,,,,,
03.12.2017 06:00,"4,0","752,9","771,1","0,3",68,Wind blowing from the east,3,,,no clouds,,,,"1,7",,,,,,,"20,0","-1,4",No precipitation,3,,,,
03.12.2017 03:00,"2,7","752,6","770,9","0,0",74,Wind blowing from the east-northeast,2,,,no clouds,,,,,,,,,,,"20,0","-1,5",No precipitation,3,,,,
03.12.2017 00:00,"3,4","752,6","770,8","0,4",69,Wind blowing from the east-northeast,2,,,no clouds,,,,,,,,,,,"20,0","-1,8",No precipitation,3,,,,
02.12.2017 21:00,"5,5","752,2","770,3","0,7",61,Wind blowing from the north-northeast,2,,,no clouds,,,,,,,,,,,"20,0","-1,6",No precipitation,12,,,,
02.12.2017 18:00,"9,1","751,5","769,3","0,4",44,Wind blowing from the north-east,2,,,"10% or less, but not 0",,,,,"12,5","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","-2,5",No precipitation,3,,,,
02.12.2017 15:00,"12,4","751,1","768,7","-1,4",31,Wind blowing from the north-east,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","-4,2",No precipitation,3,,,,
02.12.2017 12:00,"10,1","752,5","770,3","0,0",40,Wind blowing from the east,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","-2,9",No precipitation,3,,,,
02.12.2017 09:00,"4,5","752,5","770,7","1,2",72,Wind blowing from the east,2,,,no clouds,,,,,,,,,,,"20,0","-0,1",,,,,,
02.12.2017 06:00,"3,4","751,3","769,5","0,3",82,Wind blowing from the east-southeast,3,,,no clouds,,,,"2,4",,,,,,,"20,0","0,6",No precipitation,3,,,,
02.12.2017 03:00,"3,6","751,0","769,3","0,0",90,Wind blowing from the east-southeast,2,,,no clouds,,,,,,,,,,,"20,0","2,1",No precipitation,3,,,,
02.12.2017 00:00,"6,4","751,0","769,0","0,4",89,Wind blowing from the north-east,2,,,no clouds,,,,,,,,,,,"20,0","4,7",No precipitation,3,,,,
01.12.2017 21:00,"7,3","750,6","768,5","1,0",83,Wind blowing from the west-northwest,3,,,no clouds,,,,,,,,,,,"20,0","4,6",No precipitation,12,,,,
01.12.2017 18:00,"10,8","749,6","767,3","0,8",64,Wind blowing from the north-northwest,5,,,"10% or less, but not 0",,,,,"13,7","Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","4,1",No precipitation,3,,,,
01.12.2017 15:00,"13,7","748,8","766,3","-1,9",48,Wind blowing from the north,8,,12,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","2,7",No precipitation,3,,,,
01.12.2017 12:00,"9,0","750,7","768,5","0,0",65,Wind blowing from the west-northwest,4,,,no clouds,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"8,0","2,8",No precipitation,3,,,,
01.12.2017 09:00,"4,4","750,7","768,8","0,7",79,Wind blowing from the west-northwest,3,,,"10% or less, but not 0",Fog or ice fog in patches.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","4,0","1,1",,,,,,
01.12.2017 06:00,"1,9","750,0","768,3","-0,4",86,Wind blowing from the north-northwest,1,,,no clouds,,,,"1,8",,,,,,,"20,0","-0,3",No precipitation,3,,,,
01.12.2017 03:00,"2,6","750,4","768,7","-0,1",77,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"20,0","-1,0",No precipitation,3,,,,
01.12.2017 00:00,"5,6","750,5","768,6","0,7",100,Wind blowing from the north,4,,,no clouds,,,,,,,,,,,"20,0","5,6",No precipitation,3,,,,
30.11.2017 21:00,"6,0","749,8","767,8","1,7",66,Wind blowing from the east-northeast,2,,,no clouds,,,,,,,,,,,"20,0","0,1",No precipitation,12,,,,
30.11.2017 18:00,"9,6","748,1","765,9","1,6",45,Wind blowing from the north-northeast,2,,,no clouds,,,,,"13,8",,,,,,"20,0","-2,0",No precipitation,3,,,,
30.11.2017 15:00,"13,7","746,5","763,9","0,2",29,Wind blowing from the north-northeast,6,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","-4,0",No precipitation,3,,,,
30.11.2017 12:00,"11,6","746,3","763,9","1,3",43,Wind blowing from the north-east,6,,,no clouds,,,,,,,,,,,"20,0","-0,5",No precipitation,3,,,,
30.11.2017 09:00,"6,5","745,0","762,8","2,1",71,Wind blowing from the north-northeast,4,,,no clouds,,,,,,,,,,,"20,0","1,6",,,,,,
30.11.2017 06:00,"4,9","742,9","760,9","0,8",81,Wind blowing from the north-northeast,3,,,no clouds,,,,"4,7",,,,,,,"20,0","1,9",No precipitation,3,,,,
30.11.2017 03:00,"5,3","742,1","759,4","0,0",85,Wind blowing from the north-west,3,,,no clouds,,,,,,,,,,,"20,0","3,0",No precipitation,3,,,,
30.11.2017 00:00,"6,9","742,1","759,9","0,4",75,Wind blowing from the north-northwest,4,,,no clouds,,,,,,,,,,,"20,0","2,8",No precipitation,3,,,,
29.11.2017 21:00,"8,8","741,7","759,0","1,2",79,Wind blowing from the north-northwest,5,,,no clouds,,,,,,,,,,,"20,0","5,4",No precipitation,12,,,,
29.11.2017 18:00,"11,9","740,5","757,9","1,0",68,Wind blowing from the north-northwest,4,,,no clouds,,,,,"15,1",,,,,,"20,0","6,2",No precipitation,3,,,,
29.11.2017 15:00,"14,3","739,5","756,7","-0,5",55,Wind blowing from the north-northwest,6,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","5,4",No precipitation,3,,,,
29.11.2017 12:00,"13,5","740,0","757,3","-0,1",77,Wind blowing from the north-northwest,5,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,6",No precipitation,3,,,,
29.11.2017 09:00,"12,5","740,1","757,5","1,1",97,Wind blowing from the north-northwest,5,,7,100%.,,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"20,0","12,0",,,,,,
29.11.2017 06:00,"13,6","739,0","756,2","0,0",100,Wind blowing from the north-northwest,3,,,100%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Rain.,Drizzle.,"13,5",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"10,0","13,6","0,2",3,,,,
29.11.2017 03:00,"15,0","739,0","756,3","-1,4",100,Wind blowing from the west,3,,,"90 or more, but not 100%","Drizzle and rain, slight.",Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,50-100,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","15,0",6,3,,,,
29.11.2017 00:00,"16,0","740,4","757,6","-1,0",99,Wind blowing from the west,3,,,"90 or more, but not 100%","Drizzle and rain, slight.",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"5,0","15,8",Trace of precipitation,3,,,,
28.11.2017 21:00,"15,0","741,4","758,7",,100,Wind blowing from the south,3,,19,"90 or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation.,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,50-100,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"9,0","15,0",49,12,,,,
28.11.2017 15:00,"17,4","743,5","760,7","-2,4",78,Wind blowing from the south-southeast,5,,,100%.,"Rain shower(s), slight.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","13,4",Trace of precipitation,3,,,,
28.11.2017 12:00,"16,2","745,9","763,2","-1,8",72,Wind blowing from the south-east,5,,8,"90 or more, but not 100%",,,,,,Stratocumulus cumulogenitus.,50%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"20,0","11,2",No precipitation,3,,,,
