Local time in Alverca (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2018 09:00,"10,1","765,9","766,3",,99,Wind blowing from the south-west,2,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,9",,,,,,
09.01.2018 15:00,"11,7","759,0","759,4","-1,9",98,Wind blowing from the south,5,,,100%.,"Drizzle and rain, slight.",Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"3,0","11,4",3,3,,,,
09.01.2018 12:00,"9,9","760,9","761,3","-0,4",97,Wind blowing from the south-southeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"3,0","9,5",12,3,,,,
09.01.2018 09:00,"10,0","761,3","761,6",,97,Wind blowing from the south-west,6,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Rain.,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"3,0","9,6",,,,,,
08.01.2018 15:00,"11,5","760,0","760,3","-0,1",62,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","4,5",No precipitation,3,,,,
08.01.2018 12:00,"10,1","760,1","760,5","1,0",68,Wind blowing from the east-northeast,4,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","4,5",No precipitation,3,,,,
08.01.2018 09:00,"7,3","759,1","759,4",,77,Wind blowing from the north-east,6,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","3,5",,,,,,
05.01.2018 15:00,"12,0","757,4","757,7","-2,1",87,Wind blowing from the north,6,,,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","9,9",4,3,,,,
05.01.2018 12:00,"13,2","759,5","759,9","-1,7",91,Wind blowing from the west,3,,,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Drizzle.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","11,8",3,3,,,,
05.01.2018 09:00,"13,5","761,2","761,5",,91,Wind blowing from the south-west,2,,,100%.,"Drizzle and rain, slight.",,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","12,0",,,,,,
04.01.2018 15:00,"16,5","770,8","771,1","-1,8",78,Wind blowing from the west-northwest,4,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"20,0","12,7",No precipitation,3,,,,
04.01.2018 12:00,"16,9","772,6","772,9","-0,6",82,Wind blowing from the south-southwest,3,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Rain.,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"14,0","13,8","0,1",3,,,,
04.01.2018 09:00,"14,1","773,2","773,5",,98,Wind blowing from the north,1,,,"90 or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation.",Rain.,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",200-300,,,"10,0","13,8",,,,,,
03.01.2018 15:00,"17,0","775,5","775,9",,82,Wind blowing from the north-west,4,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"12,0","13,8",Trace of precipitation,3,,,,
03.01.2018 09:00,"13,9","776,5","776,8",,98,Wind blowing from the west,1,,,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","13,6",,,,,,
02.01.2018 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.2018 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.2018 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.2018 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.2018 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.12.2017 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.12.2017 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.12.2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.12.2017 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.12.2017 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.12.2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.12.2017 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.12.2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.12.2017 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.12.2017 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.12.2017 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.12.2017 15:00,"16,2","764,5","764,8","-1,0",86,Wind blowing from the north-west,7,,,70 – 80%.,Drizzle (not freezing) or snow grains not falling as shower(s).,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","13,9",Trace of precipitation,3,,,,
28.12.2017 12:00,"16,6","765,5","765,8",,85,Wind blowing from the north-west,6,,,"90 or more, but not 100%","Drizzle, not freezing, intermittent, slight at time of observation.",Drizzle.,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","14,0","0,2",3,,,,
27.12.2017 15:00,"15,2","764,0","764,4","-0,8",79,Wind blowing from the west-northwest,4,,,70 – 80%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","11,5",Trace of precipitation,3,,,,
27.12.2017 12:00,"13,5","764,8","765,1","0,9",84,Wind blowing from the north-northwest,4,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","10,9","0,2",3,,,,
27.12.2017 09:00,"13,4","763,9","764,2",,84,Wind blowing from the west,2,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"15,0","10,8",,,,,,
21.12.2017 15:00,"15,4","776,3","776,7","-0,8",57,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"15,0","6,8",No precipitation,3,,,,
21.12.2017 12:00,"11,4","777,1","777,4","0,9",61,Wind blowing from the north-east,4,,,no clouds,,,,,,,,,,,"12,0","4,1",No precipitation,3,,,,
21.12.2017 09:00,"5,4","776,2","776,6",,91,Wind blowing from the north-east,3,,,no clouds,,,,,,,,,,,"10,0","4,1",,,,,,
20.12.2017 15:00,"14,4","774,1","774,4","-1,4",59,Wind blowing from the east-southeast,1,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","6,5",No precipitation,3,,,,
20.12.2017 12:00,"10,5","775,5","775,9","0,2",63,Wind blowing from the east-northeast,4,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","3,7",No precipitation,3,,,,
20.12.2017 09:00,"6,3","775,3","775,6",,87,Wind blowing from the east-northeast,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","4,2",,,,,,
19.12.2017 15:00,"17,9","770,6","770,9","-1,3",75,Wind blowing from the east-northeast,3,,,no clouds,,,,,,,,,,,"10,0","13,4",No precipitation,3,,,,
19.12.2017 12:00,"13,0","771,9","772,2","0,0",73,Wind blowing from the north-east,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,2",No precipitation,3,,,,
19.12.2017 09:00,"6,3","771,9","772,3",,89,Wind blowing from the north-east,2,,,no clouds,,,,,,,,,,,"10,0","4,6",,,,,,
18.12.2017 15:00,"14,8","773,2","773,5","-2,0",46,Wind blowing from the north-northeast,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","3,1",No precipitation,3,,,,
18.12.2017 12:00,"11,2","775,2","775,6","0,2",57,Wind blowing from the east-northeast,5,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","2,8",No precipitation,3,,,,
18.12.2017 09:00,"8,0","775,0","775,4",,63,Wind blowing from the north-northeast,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","1,3",,,,,,
15.12.2017 15:00,"14,4","761,3","761,7","-0,3",75,Wind blowing from the north,7,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,Altocumulus translucidus at a single level.,,"15,0","10,0",No precipitation,3,,,,
15.12.2017 12:00,"17,8","761,6","762,0","-0,6",84,Wind blowing from the west-northwest,4,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,Altocumulus translucidus at a single level.,,"15,0","15,0",No precipitation,3,,,,
15.12.2017 09:00,"15,8","762,2","762,5",,92,Wind blowing from the west,2,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","14,5",,,,,,
14.12.2017 15:00,"17,2","766,6","767,0","-2,1",78,Wind blowing from the west-northwest,4,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","13,3",No precipitation,3,,,,
14.12.2017 12:00,"16,0","768,7","769,0","-0,2",90,Wind blowing from the north-west,5,,,"90 or more, but not 100%","Drizzle, not freezing, intermittent, slight at time of observation.",Drizzle.,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","14,4","0,1",3,,,,
14.12.2017 09:00,"13,6","768,9","769,3",,100,Wind blowing from the south-west,2,,,100%.,"Drizzle, not freezing, intermittent, slight at time of observation.",,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,100-200,,,"5,0","13,6",,,,,,
13.12.2017 15:00,"13,8","770,8","771,2","-0,4",80,Wind blowing from the south-southwest,3,,,100%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","10,3",Trace of precipitation,3,,,,
13.12.2017 12:00,"12,1","771,2","771,6","0,1",75,Wind blowing from the south,3,,,60%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","7,8",No precipitation,3,,,,
13.12.2017 09:00,"9,1","771,1","771,4",,88,Wind blowing from the north,1,,,40%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","7,2",,,,,,
12.12.2017 15:00,"14,7","766,0","766,3","0,0",54,Wind blowing from the north,6,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","5,5",No precipitation,3,,,,
12.12.2017 12:00,"14,0","766,0","766,3","1,2",62,Wind blowing from the north-northeast,3,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","6,7",No precipitation,3,,,,
12.12.2017 09:00,"7,4","764,8","765,2",,87,Wind blowing from the north,1,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","5,4",,,,,,
