Local time in Penhas Douradas,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.10.2017 17:00,"21,2","652,8",,"-0,2",36,Wind blowing from the west-northwest,4,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
05.10.2017 16:00,"23,0","652,8",,"-0,6",33,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
05.10.2017 15:00,"23,6","652,9",,"-0,8",32,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"6,1",,,,,,
05.10.2017 14:00,"25,8","653,0",,"-0,8",31,Wind blowing from the south-east,2,,,no clouds,,,,,,,,,,,"50,0","7,4",No precipitation,1,,,,
05.10.2017 13:00,"25,0","653,4",,"-0,5",32,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
05.10.2017 12:00,"24,0","653,7",,"0,1",34,Wind blowing from the south-east,3,,,no clouds,,,,,,,,,,,"50,0","7,3",No precipitation,1,,,,
05.10.2017 11:00,"23,6","653,8",,"0,4",36,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
05.10.2017 10:00,"21,4","653,9",,"0,9",35,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
05.10.2017 09:00,"20,6","653,6",,"0,6",35,Wind blowing from the south-east,2,,,no clouds,,,,,,,,,,,"50,0","4,5",,,,,,
05.10.2017 08:00,"20,4","653,4",,"0,6",36,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
05.10.2017 07:00,"18,5","653,0",,"0,3",49,Wind blowing from the south,3,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
05.10.2017 06:00,"17,8","653,0",,"0,4",42,Wind blowing from the south,2,,,,,,,"15,7",,,,,,,,"4,5",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
05.10.2017 05:00,"17,2","652,8",,"0,0",43,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
05.10.2017 04:00,"17,3","652,7",,"-0,3",42,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
05.10.2017 03:00,"16,7","652,6",,"-0,4",43,Wind blowing from the east,1,,,,,,,,,,,,,,,"3,9",,,,,,
05.10.2017 02:00,"17,0","652,8",,"-0,4",43,Wind blowing from the south,1,,,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
05.10.2017 01:00,"18,0","653,0",,"-0,3",40,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
05.10.2017 00:00,"16,3","653,0",,"-0,4",42,Wind blowing from the south-southeast,4,,,,,,,,,,,,,,,"3,4",No precipitation,6,,,,
04.10.2017 23:00,"15,9","653,2",,"0,0",35,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"0,3",No precipitation,1,,,,
04.10.2017 22:00,"17,8","653,3",,"0,4",30,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"0,1",No precipitation,1,,,,
04.10.2017 21:00,"16,3","653,4",,"0,6",29,Wind blowing from the south-southeast,4,,,,,,,,,,,,,,,"-1,7",,,,,,
04.10.2017 20:00,"18,4","653,2",,"0,6",31,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"1,0",No precipitation,1,,,,
04.10.2017 19:00,"19,3","652,9",,"0,3",34,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
04.10.2017 18:00,"19,5","652,8",,"0,3",41,Wind blowing from the south,1,,,,,,,,"25,9",,,,,,,"6,0",No precipitation,12,,,,
04.10.2017 17:00,"22,5","652,6",,"-0,1",37,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
04.10.2017 16:00,"23,6","652,6",,"-0,2",37,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"8,2",No precipitation,1,,,,
04.10.2017 15:00,"24,6","652,5",,"-0,5",40,Wind blowing from the east,4,,,,,,,,,,,,,,,"9,9",,,,,,
04.10.2017 14:00,"25,0","652,7",,"-0,2",41,Wind blowing from the east,4,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","10,7",No precipitation,1,,,,
04.10.2017 13:00,"24,0","652,8",,"-0,2",41,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
04.10.2017 12:00,"24,5","653,0",,"0,3",43,Wind blowing from the east-southeast,3,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","11,1",No precipitation,1,,,,
04.10.2017 11:00,"23,4","652,9",,"0,4",42,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
04.10.2017 10:00,"22,1","653,0",,"0,8",45,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
04.10.2017 09:00,"21,1","652,7",,"0,7",44,Wind blowing from the east,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","8,3",,,,,,
04.10.2017 08:00,"20,0","652,5",,"0,8",39,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
04.10.2017 07:00,"18,2","652,2",,"0,5",46,Wind blowing from the south-southeast,4,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
04.10.2017 06:00,"17,1","652,0",,"0,2",38,Wind blowing from the south-southeast,2,,,,,,,"16,2",,,,,,,,"2,5",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
04.10.2017 05:00,"18,3","651,7",,"-0,3",46,Wind blowing from the south,3,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
04.10.2017 04:00,"17,0","651,7",,"-0,6",44,Wind blowing from the south,2,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
04.10.2017 03:00,"17,2","651,8",,"-0,8",42,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"4,0",,,,,,
04.10.2017 02:00,"18,6","652,0",,"-0,6",24,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"-2,4",No precipitation,1,,,,
04.10.2017 01:00,"19,4","652,3",,,20,Wind blowing from the west,3,,,,,,,,,,,,,,,"-4,4",No precipitation,1,,,,
04.10.2017 00:00,"20,6","652,6",,"0,1",21,Wind blowing from the west,4,,,,,,,,,,,,,,,"-2,3",No precipitation,6,,,,
03.10.2017 23:00,"21,1","652,6",,"0,3",19,Wind blowing from the west,5,,,,,,,,,,,,,,,"-3,7",No precipitation,1,,,,
03.10.2017 22:00,"20,0","652,6",,"0,5",33,Wind blowing from the west,6,,,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
03.10.2017 21:00,"19,7","652,5",,"0,4",34,Wind blowing from the west,6,,,,,,,,,,,,,,,"3,4",,,,,,
03.10.2017 20:00,"19,4","652,3",,"0,1",45,Wind blowing from the west,7,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
03.10.2017 19:00,"19,1","652,1",,"0,1",52,Wind blowing from the west,7,,,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
03.10.2017 18:00,"20,1","652,1",,,49,Wind blowing from the west,8,,,,,,,,"25,6",,,,,,,"9,0",No precipitation,12,,,,
03.10.2017 17:00,"22,2","652,2",,"0,0",39,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
03.10.2017 16:00,"23,5","652,0",,,33,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
03.10.2017 14:00,"24,4","652,2",,,39,Wind blowing from the west-northwest,4,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","9,4",No precipitation,1,,,,
03.10.2017 12:00,"24,6","652,8",,"-0,3",41,,,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","10,3",No precipitation,2,,,,
03.10.2017 09:00,"21,8","653,1",,,37,Wind blowing from the north-west,1,,,no clouds,,,,,,,,,,,"50,0","6,6",,,,,,
02.10.2017 14:00,"24,2","653,8",,,53,Wind blowing from the south-southeast,3,,,40%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","50,0","13,9",No precipitation,1,,,,
02.10.2017 12:00,"24,4","654,1",,"0,0",46,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","50,0","12,0",No precipitation,1,,,,
02.10.2017 09:00,"21,4","654,1",,,55,Wind blowing from the south-east,2,,,no clouds,,,,,,,,,,,"50,0","12,0",,,,,,
30.09.2017 13:00,"18,0","651,5",,"-0,3",48,Wind blowing from the north-west,5,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
30.09.2017 12:00,"18,4","651,8",,"0,2",18,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"-6,1",No precipitation,6,,,,
30.09.2017 11:00,"17,1","651,9",,"0,5",24,Wind blowing from the north-west,5,,,,,,,,,,,,,,,"-3,7",No precipitation,1,,,,
30.09.2017 10:00,"15,3","651,8",,"0,6",62,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
30.09.2017 09:00,"13,7","651,6",,"0,5",75,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"9,4",,,,,,
30.09.2017 08:00,"13,1","651,4",,"0,1",79,Wind blowing from the west,7,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
30.09.2017 07:00,"12,6","651,2",,"0,0",82,Wind blowing from the west,8,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
30.09.2017 06:00,"12,8","651,1",,"-0,2",77,Wind blowing from the west-northwest,9,,,,,,,"12,8",,,,,,,,"8,9",No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
30.09.2017 05:00,"13,8","651,3",,"-0,2",66,Wind blowing from the west,9,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
30.09.2017 04:00,"14,1","651,2",,"-0,5",59,Wind blowing from the west,9,,,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
30.09.2017 03:00,"13,3","651,3",,"-0,4",81,Wind blowing from the west,9,,,,,,,,,,,,,,,"10,0",,,,,,
30.09.2017 02:00,"15,7","651,5",,"-0,6",52,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
30.09.2017 01:00,"13,8","651,7",,"-0,6",72,Wind blowing from the west,5,,,,,,,,,,,,,,,"8,7",No precipitation,1,,,,
30.09.2017 00:00,"16,9","651,7",,"-0,7",59,Wind blowing from the south-west,5,,,,,,,,,,,,,,,"8,7",No precipitation,6,,,,
29.09.2017 23:00,"14,5","652,1",,"-0,3",55,Wind blowing from the west,4,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
29.09.2017 22:00,"15,7","652,3",,"0,0",62,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"8,3",No precipitation,1,,,,
29.09.2017 21:00,"17,4","652,4",,"0,2",30,Wind blowing from the south-west,4,,,,,,,,,,,,,,,"-0,5",,,,,,
29.09.2017 20:00,"16,6","652,4",,"0,4",40,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
29.09.2017 19:00,"14,9","652,3",,"0,3",66,Wind blowing from the west,8,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
29.09.2017 18:00,"15,5","652,2",,"0,0",65,Wind blowing from the west-southwest,8,,,,,,,,"22,4",,,,,,,"8,8",No precipitation,12,,,,
29.09.2017 17:00,"17,9","652,0",,"0,0",54,Wind blowing from the west,7,,,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
29.09.2017 16:00,"19,9","652,0",,,47,Wind blowing from the west,6,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
29.09.2017 15:00,"20,8","652,2",,"-0,1",46,Wind blowing from the west,4,,,,,,,,,,,,,,,"8,6",,,,,,
29.09.2017 14:00,"20,6","652,0",,,40,Wind blowing from the west,5,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","30,0","6,6",No precipitation,1,,,,
29.09.2017 12:00,"19,0","652,3",,"-0,5",62,Wind blowing from the north-northwest,3,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","11,4",No precipitation,1,,,,
29.09.2017 09:00,"19,4","652,8",,,52,Wind blowing from the east-southeast,2,,,70 – 80%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","30,0","9,2",,,,,,
27.09.2017 17:00,"19,5","651,0",,"0,1",43,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
27.09.2017 16:00,"19,8","650,9",,"0,0",42,Wind blowing from the west,4,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
27.09.2017 15:00,"22,4","650,8",,"-0,3",32,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"4,7",,,,,,
27.09.2017 14:00,"22,1","650,9",,"-0,2",31,Wind blowing from the east-southeast,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","50,0","4,3",No precipitation,1,,,,
27.09.2017 13:00,"21,4","650,9",,"-0,2",34,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
27.09.2017 12:00,"20,8","651,1",,"0,7",38,Wind blowing from the east,4,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","50,0","5,8",No precipitation,1,,,,
27.09.2017 11:00,"19,9","651,1",,,39,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
27.09.2017 10:00,"18,3","651,1",,,45,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
27.09.2017 09:00,"18,0","650,4",,,43,Wind blowing from the east-southeast,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","40,0","5,2",,,,,,
27.09.2017 03:00,"12,6","650,3",,"-0,5",49,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"2,1",,,,,,
27.09.2017 02:00,"12,4","650,5",,"-0,3",57,Wind blowing from the west,1,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
27.09.2017 01:00,"12,2","650,6",,"-0,2",60,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
27.09.2017 00:00,"12,6","650,8",,"0,0",57,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"4,2","0,5",6,,,,
26.09.2017 23:00,"13,3","650,8",,"0,0",55,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
26.09.2017 22:00,"13,6","650,8",,"0,0",55,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"4,7","0,2",1,,,,
26.09.2017 21:00,"13,4","650,8",,"0,2",56,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"4,7",,,,,,
26.09.2017 20:00,"14,3","650,8",,"0,4",51,Wind blowing from the west,3,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
26.09.2017 19:00,"14,3","650,8",,"0,6",63,Wind blowing from the west,5,,,,,,,,,,,,,,,"7,4","0,3",1,,,,
26.09.2017 18:00,"14,9","650,6",,"0,1",61,Wind blowing from the west,5,,,,,,,,"21,9",,,,,,,"7,4",2,12,,,,
26.09.2017 17:00,"17,2","650,4",,"-0,2",52,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"7,2","0,2",1,,,,
26.09.2017 16:00,"18,9","650,2",,"-0,6",46,Wind blowing from the west-northwest,3,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
26.09.2017 15:00,"19,4","650,5",,"-0,6",43,Wind blowing from the west-northwest,3,,,,,,,,,,,,,,,"6,6",,,,,,
26.09.2017 14:00,"19,0","650,6",,"-0,5",51,Wind blowing from the north-west,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","8,6",No precipitation,1,,,,
26.09.2017 13:00,"21,0","650,8",,"-0,4",37,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
26.09.2017 12:00,"19,8","651,1",,"0,2",42,Wind blowing from the south-east,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","6,6",No precipitation,1,,,,
26.09.2017 11:00,"18,7","651,1",,"0,4",45,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"6,6","0,3",1,,,,
26.09.2017 10:00,"17,0","651,2",,"0,4",50,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"6,5","0,1",1,,,,
26.09.2017 09:00,"15,9","650,9",,"0,4",51,Wind blowing from the east-southeast,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","40,0","5,7",,,,,,
26.09.2017 08:00,"13,6","650,7",,"0,2",58,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"5,5","0,4",1,,,,
26.09.2017 07:00,"11,0","650,8",,"0,2",68,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"5,3","0,3",1,,,,
26.09.2017 06:00,"8,5","650,5",,"-0,3",77,Wind blowing from the north,2,,,,,,,"8,3",,,,,,,,"4,7","0,6",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
26.09.2017 05:00,"10,4","650,5",,"-0,6",37,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"-3,9","0,1",1,,,,
26.09.2017 04:00,"11,1","650,6",,"-0,7",49,Wind blowing from the west,4,,,,,,,,,,,,,,,"0,6",No precipitation,1,,,,
26.09.2017 03:00,"10,4","650,8",,"-0,6",63,Wind blowing from the west,5,,,,,,,,,,,,,,,"3,5",,,,,,
26.09.2017 02:00,"10,4","651,1",,"-0,5",75,Wind blowing from the west,7,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
26.09.2017 01:00,"10,4","651,3",,"-0,4",75,Wind blowing from the west,7,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
26.09.2017 00:00,"10,4","651,4",,"-0,3",72,Wind blowing from the west,5,,,,,,,,,,,,,,,"5,5",No precipitation,6,,,,
25.09.2017 23:00,"11,1","651,6",,"0,0",66,Wind blowing from the west,4,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
25.09.2017 22:00,"12,1","651,7",,"0,2",50,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"1,8",No precipitation,1,,,,
25.09.2017 21:00,"10,6","651,7",,"0,2",61,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"3,3",,,,,,
25.09.2017 20:00,"11,0","651,6",,"0,2",80,Wind blowing from the west,4,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
25.09.2017 19:00,"12,1","651,5",,"0,1",78,Wind blowing from the west,6,,,,,,,,,,,,,,,"8,3",No precipitation,1,,,,
25.09.2017 18:00,"13,2","651,5",,"0,1",73,Wind blowing from the west-northwest,7,,,,,,,,"17,1",,,,,,,"8,5",No precipitation,1,,,,
25.09.2017 17:00,"14,6","651,4",,"-0,3",67,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
25.09.2017 16:00,"16,4","651,4",,"-0,6",43,Wind blowing from the west,5,,,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
25.09.2017 15:00,"16,5","651,4",,"0,0",47,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"5,1",,,,,,
25.09.2017 14:00,"16,8","651,7",,"-0,3",40,Wind blowing from the west-northwest,5,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","3,1",No precipitation,1,,,,
25.09.2017 13:00,"16,5","652,0",,"0,3",38,Wind blowing from the north-west,5,,,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
25.09.2017 12:00,"14,8","651,4",,"-0,5",68,Wind blowing from the west,6,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","50,0","8,8",No precipitation,1,,,,
25.09.2017 11:00,"13,3","652,0",,"0,2",54,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
25.09.2017 10:00,"11,7","651,7",,"0,5",76,Wind blowing from the west-northwest,10,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
25.09.2017 09:00,"11,3","651,9",,"1,1",76,Wind blowing from the west-northwest,8,,,60%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","30,0","7,2",,,,,,
25.09.2017 08:00,"10,7","651,8",,"1,3",76,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
25.09.2017 07:00,"9,7","651,2",,"0,5",77,Wind blowing from the west,9,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
25.09.2017 06:00,"8,8","650,8",,"-0,1",85,Wind blowing from the west,8,,,,,,,"8,2",,,,,,,,"6,4","0,1",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
25.09.2017 05:00,"8,6","650,5",,"-0,4",90,Wind blowing from the west-northwest,9,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
25.09.2017 04:00,"9,3","650,7",,"-0,4",83,Wind blowing from the west,9,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
25.09.2017 03:00,"9,3","650,9",,"-0,3",80,Wind blowing from the west,9,,,,,,,,,,,,,,,"6,0",,,,,,
25.09.2017 02:00,"9,3","650,9",,"-0,5",81,Wind blowing from the west,9,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
